text,label
ok ok good 3 star,2
like very much,2
available only remote,1
its is ok not so good quality of stainless steel today first day i use its for my clinic,1
really appreciate this machine i am happy with this machine,2
this product very bad,0
tq so much flipkart,1
very bad dont purchase guys,0
worst quality dont sell this type of clothes again,0
mivi byatari packup suber 10 hourssound quality 1010,1
product is awesome with tremendous sound quality,1
very west productvery low bassgood not coming basssmall speaker is best west product dont buy friends,0
picture quality is normal,1
vh ok ggji,1
received the product in very safe packaging the camera is very good and it has special features like person detection and motion detection that comes very handy and trustworthy indian brand qubo will post the full review later,2
i used it only 4 times and it stopped working now they says go to service center to get it fixedreally disappointed with phillips and flipkarti checked on 11th day and found its not working any more flipkart is not giving replacement because 10 days relacement has passedwasted my moneyi would prefer buying from amazon or snapdeal rather,0
waste quality colour is going,0
wasted money and time not a single germination with any of the packet,0
enough for 34 people,1
good n nice product,2
medium product,1
one bowl was in broken condition packing defect,0
superb products but delivery value for no money delayed delivery may be due to bbd pics speak better than wordsdominos pizza failed in front of self curated pizza with loads of lovethanks marq by flipkart,1
product is slightly bend overall the product is worth for price,2
now just after month usage cooker not turning to hot mode and always stuck in warm mode dont buy this product,1
product is good compact and working very well but installation person was pathetic bajaj or the dealer responsible should look into and send the professional guy instead inexperienced person,2
the product of the cloth is very good,1
wanted to give 5 but to handle this huge cooler atleast it should have wheels at the bottom unfortunately its not available,2
